event_description,location_description,location_accuracy,landslide_trigger,landslide_size,landslide_setting,landslide_category,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_population,rain,earthquake,downpour,snow,other,small_scale,medium_scale,large_scale,home_destroyed,mudslide,landslide
"Two teenage girls got buried in landslide while grazing cattle at Mundral in Kishtwar district on Sunday, police said.","Mundral In Kishtwar District, Jammu And Kashmir",10km,downpour,medium,unknown,mudslide,2.0,0.0,nan,nan,nan,glc,5062.0,India,IN,20553.0,1,0,1,0,0,0,1,0,0,1,0
nan,Easy Pass,25km,unknown,small,unknown,rock_fall,1.0,0.0,nan,nan,nan,glc,7751.0,United States,US,1347.0,0,0,0,0,0,0,0,0,0,0,0
"The toll in Wednesday's major landslide in Antop Hill in central Mumbai shot up to five, with three more bodies of people belonging to one family being recovered from the debris early Thursday, officials said. A hillock in the vicinity of the Sheikh Mistry Dargah Road here suddenly collapsed, coming down on five tenements of Devram Chawl just below it, Wednesday morning. One person, Ramavtar P. Kewat, 47, was killed instantly. His son, Sandeep, 22, succumbed to grievous injuries later in a hospital. According to the Brihanmumbai Municipal Corporation's Disaster Control cell, three more bodies were found under the mound of earth and boulders that came crashing down on the tenements. The landslide occurred around 8 a.m. Wednesday, as the city and suburbs were lashed by heavy rain, which continues Thursday.","Debram Chawl, Antop Hill Near Sheikh Mistry Dargah Road, Central Mumbai",1km,downpour,medium,unknown,landslide,5.0,0.0,nan,nan,nan,glc,5073.0,India,IN,12691836.0,1,0,1,0,0,0,1,0,0,0,1
"Jan 09, Kandy: As heavy showers lashed the entire island, landslides and earth slips claimed the lives of three people including a child and injured many more in Sri Lanka's hill country. A nine-year-old girl was killed when an earth slip collapsed the girl's house in the Thalathuoya area of Kandy district. The father of the child has been critically injured.  TWO children were buried alive in mudslides in Sri Lanka where more than 600,000 people have been driven out of their homes by floods, officials said. A six-year-old boy and a nine-year-old girl were killed in separate incidents in the district of Badulla. Heavy rains have caused flooding in the island's central and eastern regions where more than 600,000 people were estimated to have moved to temporary shelters after their homes were flooded. Sri Lanka depends on monsoon rains for irrigation and power generation, but the seasonal downpours frequently cause deaths and damage to property in low-lying areas. It was also reported th",Thalathuoya area of Kandy district,5km,monsoon,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,2952.0,Sri Lanka,LK,111701.0,1,0,0,0,0,0,1,0,1,0,1
"Sunday 22 August 2010 15.50 BST  More than 100,000 people have been evacuated and at least four killed as the worst floods in a decade inundated the border between China and North Korea.  On the Chinese side of the river, the worst affected area is Kuandian, where an elderly couple and a mother and child were swept to their deaths in a flash flood. A 60-year-old man was missing after his home was ripped from its foundations in a landslide.After downpours in south and west China took 3,900 lives earlier this summer, it was the turn of the north-east to take a battering this weekend when torrential rains swelled the Yalu river to dangerous levels.  ","Kuandian, Yalu river (China-Korea border), Liaoning province",50km,downpour,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,2302.0,China,CN,70867.0,1,0,1,0,0,0,1,0,1,0,1
"The Tipling village, where landslides occurred due to incessant rain throughout last night, is in two-day walk from the district headquarters. The landside also swept off a house in the village.","Tipling Ward, Dhading District",25km,downpour,medium,unknown,landslide,4.0,0.0,nan,nan,nan,glc,606.0,Nepal,NP,1442271.0,1,0,1,0,0,0,1,0,0,0,1
"Nov. 30, 2010 (Xinhua News Agency) -- Three people have been killed in a landslide in Bandung district of West Java in Indonesia, official said on Tuesday.  Rocky Asikin official at Search and Rescue Office in West Java said that heavy rains triggered the soil in a hill to fall down and hit a house on Monday evening.  ""It destroyed the house and killed three people in it,"" he told Xinhua by phone from West Java.","Bandung, West Java",50km,downpour,medium,unknown,landslide,3.0,0.0,nan,nan,nan,glc,2768.0,Indonesia,ID,83119.0,1,0,1,0,0,0,1,0,0,0,1
"Rescuers search for trapped workers at the accident site where a landslide took place at the Wushan Mountain near DafanÕgezhuang Village of Changli County, north ChinaÕs Hebei Province, Nov. 17, 2013. Six workers of a quarry were trapped by the landslide Saturday afternoon. One of them was rescued while the rest were still missing.","Wushan Mountain Near Dafan’Gezhuang Village Of Changli County, North China’S Hebei Province",10km,unknown,medium,unknown,landslide,5.0,0.0,nan,nan,nan,glc,5646.0,China,CN,64476.0,0,0,0,0,0,0,1,0,0,0,1
one man killed by boulders,Bangapani area of Pithoragarh,10km,downpour,small,unknown,rock_fall,1.0,0.0,nan,http://i2.wp.com/www.siasat.com/wp-content/uploads/2015/09/landslide.jpg?resize=630%2C330,nan,glc,9448.0,India,IN,47571.0,1,0,1,0,0,0,0,0,0,0,0
"landslide occurred at 10:30pm, burying one residence","Lower Pulang Lupa, Barangay (village) Sto. Niño in San Mateo, Rizal",10km,downpour,medium,unknown,landslide,2.0,0.0,nan,nan,nan,glc,814.0,Philippines,PH,134327.0,1,0,1,0,0,0,1,0,0,0,1
"The destroyed road cutoff 17 homes, five of which were occupied at the time of the slide, Michael said. No one was hurt but the resident in a home that was knocked off its foundation had a preexisting medical condition and was transported to Whidbey General Hospital.","Driftwood Way, in Ledgewood",exact,rain,medium,bluff,landslide,0.0,1.0,nan,http://1.bp.blogspot.com/-B0wwiO2P8Ww/UVPIwWOEs0I/AAAAAAAATc4/TT5vCoZdgSE/s1600/IMG_9637.JPG,nan,glc,7404.0,United States,US,14202.0,1,0,0,0,0,0,1,0,1,0,1
"At least 10 people were injured when a Frankfurt-bound train crashed into fallen rocks, according to the German railway company Deutsche Bahn. Heavy storms caused a series of minor rockslides in the area.  Deutschland Regionalbahn entgleist zwischen Oberwesel und Bacharach The front section of the train derailed on impact, with the train driver sustaining serious injuries, officials said on Saturday. Three more crew members and six passengers were also hurt. The regional train was heading from Koblenz to Frankfurt.","Koblenz, Rhine River, Frankfurt, Germany",50km,downpour,medium,above_road,rock_fall,0.0,10.0,nan,"http://www.dw.com/image/0,,19356427_303,00.jpg",nan,glc,8058.0,Germany,DE,1053.0,1,0,1,0,0,0,1,0,0,0,0
"Three labourers - Ayub Ali, Majid Ali and Moinul Ali - came under the debris triggered by the landslip while constructing the boundary wall of the house of Girindra Chandra Das at noon. Das's neighbours immediately swung into action and rescued the three from under the debris and rushed them to Gauhati Medical College and Hospital. Majid succumbed to his injuries in hospital.",Kailashpur hill,5km,mining,small,mine,landslide,1.0,2.0,nan,http://www.telegraphindia.com/1150215/images/15reglandslip.jpg,nan,glc,6775.0,India,IN,13917.0,0,0,0,0,0,0,0,0,0,0,1
"Two labourers died while another was injured in a landslide in Assam's Hailakandi district, the police said today.",nan,5km,mining,medium,mine,landslide,2.0,1.0,nan,nan,nan,glc,6786.0,India,IN,31031.0,0,0,0,0,0,0,1,0,0,0,1
"At least two people died over the weekend in an Indian community in western Guatemala due to the heavy rains from Tropical Storm Alex, the fire department said.  The victims died in a mudslide Sunday in Chuchesig, a community in Solola province, where they were working on a road project.  The storm caused flooding, collapses, mudslides and sinkholes across the Central American country, the Conred national emergency management office said.  The rain was especially heavy in Guatemala’s eastern and Caribbean regions, the weather service said.","Chuchesig,St. Lucia Utatlán, Solala province",5km,tropical_cyclone,medium,unknown,landslide,2.0,0.0,Tropical Storm Alex,http://www.laht.com/Guatemala/Agatha%20-%20Mud%20-%201.jpg,nan,glc,2021.0,Guatemala,GT,6186.0,0,0,0,0,1,0,1,0,0,0,1
"Landslides triggered by heavy rainfall claimed three lives in Khanichhap and Pipaldanda in Palpa districtÉ Incessant rainfall caused a house to collapse in Pipaldanda, killing 56-year-old Durga Bahadur Sunari. His 13-year-old son Chabilal was injured.","Pipaldanda, Palpa District",10km,downpour,medium,unknown,landslide,1.0,1.0,nan,nan,nan,glc,5160.0,Nepal,NP,23693.0,1,0,1,0,0,0,1,0,0,0,1
"Ten people were killed in landslides in Karimganj and Hailakandi districts in Barak Valley in Assam on Wednesday following incessant rains. In neighbouring Hailakandi district, two incidents of landslide killed four persons at Bilaipur and a six-year old boy at Ramchandi area, police officials said. The debris fell on two houses where the victims were sleeping early in the morning, they said. NDRF and police have been engaged in rescue and relief operations.","Ramchandi , Hailakandi District, Assam, India",1km,continuous_rain,small,unknown,landslide,1.0,0.0,nan,nan,nan,glc,9336.0,India,IN,10942.0,1,0,0,0,0,0,0,0,0,0,1
"The National Disaster Mitigation Agency (BNPB) reported on Monday, that as many as 3,929 residents are still displaced due to floods and landslides in Purworejo District, Central Java. ""From the previous 3,617 displaced residents, we found more refugees, 150 from Harjobinangun and 162 from Nambangan Villages,"" said Head of Data and Information Center of BNPB Sutopo Purwo Nugroho, in a written statement on Sunday. The local administration has issued an emergency in response to the floods and landslides in Purworejo, effective until January 3. The number of displaced residents is expected to decrease as the water has begun to recede in places such as Butuh, Kemiri, Purwodadi, Bagelen, Bayan, Ngombol, Kutoarjo, Bruno, Pituruh, Purworejo, Grabag, Gebang, and Kaligesing sudistricts, noted Nugroho. Earlier on Friday (Dec.20), flood and landslides had struck 53 villages in 11 sub districts of Purworejo. The overflowing Bogowonto River and its tributaries also inundated the villages in the r","Purworejo, Central Java",25km,downpour,large,unknown,landslide,2.0,0.0,nan,nan,nan,glc,5701.0,Indonesia,ID,31352.0,1,0,1,0,0,0,0,1,0,0,1
"At least six people lost their lives when a landslide flattened this house in Haiti's capital, Port-au-Prince. The house is one of many built on precarious foundations on the side of a sandy mountain.","Morne Calvaire, Petionville suburb, Port-au-Prince",5km,downpour,medium,unknown,landslide,6.0,0.0,nan,nan,nan,glc,4289.0,Haiti,HT,283052.0,1,0,1,0,0,0,1,0,0,0,1
"Cabrera, in an interview on dzBB radio, said the fatality was from Socorro town in Oriental Mindoro and was working at a stall when the landslide occurred.",Socorro town in Oriental Mindoro,25km,rain,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,6443.0,Philippines,PH,5543.0,1,0,0,0,0,0,1,0,0,0,1
"Vehicular movement in different places of Dhading district along the Prithvi Highway has been disrupted, on Friday. The road at Baireni VDC of the district was disrupted after the landslide debris brought by the Machhedikhola (stream) blocked the road, according to the Police Post, Baireni. A dozer has been put into service for removing the debris so that the road could be opened for traffic soon, police said. Meanwhile as many as 35 houses at the Sertung VDC-9 of the district are displaced due to a landslide near the village following the incessant rainfall since Wednesday. One person was injured while two water mills were buried by landslide, said Chalman Tamang, a local.",Dhading,5km,continuous_rain,medium,unknown,landslide,0.0,2.0,nan,nan,nan,glc,6159.0,Nepal,NP,44632.0,1,0,0,0,0,0,1,0,0,0,1
"A rare rockslide in Pakistan's city of Karachi has hit several makeshift homes, killing 13 people including seven children, officials say. The landslide struck early on Tuesday, burying homes in Gulistan Johar district under a mass of rock and mud. Rescue workers are using mechanical tools to clear the rubble. Police and officials are investigating the cause of the landslip, including the possibility of sabotage by land grabbers, reports say. Landslides are rare in Karachi, where most of the land is mud and sand - but the huts appeared to be part of a slum situated on land that had been flattened by cutting off the side of a ridge, the BBC's Ilyas Khan in Islamabad reports.","Karachi, Pakistan",50km,unknown,medium,urban,rock_fall,13.0,0.0,nan,http://ichef.bbci.co.uk/news/624/cpsprodpb/9875/production/_86092093_hi029588427.jpg,nan,glc,8688.0,Pakistan,PK,11624219.0,0,0,0,0,0,0,1,0,1,0,0
